Título:;ACTIVIDADES FORMATIVAS CEP;;;;;;
Autor:;Aplicación Séneca, CONSEJERÍA DE EDUCACIÓN Y DEPORTE, Junta de Andalucía;;;;;;
Fecha de creación:;26/05/2020 - 08:53;;;;;;
;;;;;;;
Centro;Código;Título;Modalidad;Estado;Fecha inicio;Fecha fin;Dirigido a
11200011-CEP Cádiz;201104MDFP037;ELABORACIÓN DE MATERIALES PARA AULAS VIRTUALES UTILIZANDO LA HERRAMIENTA EXELEARNING;Curso a Distancia;Actividad en desarrollo;27/04/2020;25/05/2020;Form. profesional y art. plast. y diseño
11200023-CEP Jerez de la Frontera;20Q9905AV106;LA BIBLIOTECA ESCOLAR COMO CENTRO DE RECURSOS PARA LA ENSEÑANZA Y EL APRENDIZAJE. CURSO 1;Curso a Distancia;Terminada;04/02/2020;24/03/2020;Internivelar
11200023-CEP Jerez de la Frontera;20Q9905AV108;PROGRAMAS PARA LA EDUCACIÓN EN EL USO DE LA INFORMACIÓN Y DE LOS RECURSOS DE APRENDIZAJE ARTICULADOS POR LA BIBLIOTECA ESCOLAR. CURSO 2;Curso a Distancia;Terminada;04/02/2020;24/03/2020;Internivelar
11200023-CEP Jerez de la Frontera;20Q9905AV110;SELECCIÓN DE RECURSOS DIGITALES Y UTILIZACIÓN DE HERRAMIENTAS DEL LA WEB SOCIAL PARA LA BIBLIOTECA ESCOLAR. CURSO 3;Curso a Distancia;Terminada;04/02/2020;24/03/2020;Internivelar
11200023-CEP Jerez de la Frontera;20Q9905AV131;BIBLIOWEB;Curso a Distancia;Terminada;04/02/2020;24/03/2020;Internivelar
11200023-CEP Jerez de la Frontera;201105FP119;HABILIDADES BLANDAS (SOFT SKILLS):COMPETENCIAS Y HABILIDADES PARA EL EMPLEO.;Curso a Distancia;Actividad en desarrollo;29/04/2020;29/05/2020;Form. profesional y art. plast. y diseño
11200023-CEP Jerez de la Frontera;201105IN052;XII ENCUENTRO ANDALUZ DE BLOGS EDUCATIVOS (EABE20);Encuentro;Suspendida;27/03/2020;28/03/2020;Internivelar
11200023-CEP Jerez de la Frontera;209905BE003;VIII JORNADAS REGIONALES DE LA RED ANDALUZA DE BIBLIOTECAS ESCOLARES;Jornadas;Terminada;05/02/2020;05/02/2020;Otros
11200023-CEP Jerez de la Frontera;209905BE004;DINAMIZACIÓN DE LA RED REGIONAL DE BIBLIOTECAS ESCOLARES;Otros;Borrador;01/09/2019;31/07/2020;Internivelar
11200023-CEP Jerez de la Frontera;209905PF039;XIII JORNADAS. LA DIRECCIÓN ESCOLAR: PREPÁRATE PARA SER, NO PARA PARECER;Jornadas;Terminada;12/03/2020;13/03/2020;Equipos directivos
11200035-CEP Villamartín;20K9906AV024;CREACIÓN DE MATERIALES EDUCATIVOS CON EXELEARNING Y AGREGA;Curso a Distancia;Terminada;30/10/2019;18/12/2019;Internivelar
11200035-CEP Villamartín;20K9906AV128;INNOVATIVE TEACHING PRACTICES SUPPORTED BY THE FOCUSED USE OF ICT TOOLS IN THE LANGUAGE CLASSROOM;Curso a Distancia;Terminada;30/10/2019;11/12/2019;Internivelar
11200035-CEP Villamartín;20Q9906AV024;CREACIÓN DE MATERIALES EDUCATIVOS CON EXELEARNING Y AGREGA;Curso a Distancia;Terminada;04/02/2020;31/03/2020;Internivelar
11200035-CEP Villamartín;20Q9906AV128;INNOVATIVE TEACHING PRACTICES SUPPORTED BY THE FOCUSED USE OF ICT TOOLS IN THE LANGUAGE CLASSROOM;Curso a Distancia;Terminada;04/02/2020;31/03/2020;Internivelar
11200047-CEP Algeciras - La Línea;20K9907AV089;MOBILE LEARNING Y REALIDAD AUMENTADA;Curso a Distancia;Terminada;30/10/2019;11/12/2019;Internivelar
11200047-CEP Algeciras - La Línea;20W9907AV089;MOBILE LEARNING Y REALIDAD AUMENTADA;Curso a Distancia;Actividad en desarrollo;15/04/2020;27/05/2020;Internivelar
14200010-CEP Córdoba;20K9908AV127;LA PRÁCTICA DE LA ESCRITURA CREATIVA EN LAS AULAS: NUEVAS POSIBILIDADES;Curso a Distancia;Terminada;30/10/2019;11/12/2019;Internivelar
14200010-CEP Córdoba;20K9908AV164;PROYECTOS STEAM BASADOS EN PENSAMIENTO COMPUTACIONAL Y CULTURA MAKER;Curso a Distancia;Terminada;30/10/2019;11/12/2019;Internivelar
14200010-CEP Córdoba;20K9908AV195;DISEÑO DE TAREAS COMPETENCIALES POR ESPECIALIDADES EN SECUNDARIA;Curso a Distancia;Terminada;30/10/2019;11/12/2019;Educación secundaria obligatoria
14200010-CEP Córdoba;20Q9908AV195;DISEÑO DE TAREAS COMPETENCIALES POR ESPECIALIDADES EN SECUNDARIA;Curso a Distancia;Terminada;04/02/2020;24/03/2020;Educación secundaria obligatoria
14200010-CEP Córdoba;20W9908AV164;PROYECTOS STEAM BASADOS EN PENSAMIENTO COMPUTACIONAL Y CULTURA MAKER;Curso a Distancia;Actividad en desarrollo;15/04/2020;27/05/2020;Internivelar
14200010-CEP Córdoba;20W9908AV195;DISEÑO DE TAREAS COMPETENCIALES POR ESPECIALIDADES EN SECUNDARIA;Curso a Distancia;Actividad en desarrollo;15/04/2020;27/05/2020;Educación secundaria obligatoria
14200010-CEP Córdoba;201408RE001;XV JORNADAS DE ESCUELAS DE ARTE DE ANDALUCIA;Jornadas;Suspendida;27/03/2020;28/03/2020;Enseñanzas de regimen especial
14200010-CEP Córdoba;201408RE002;JORNADA DE TRABAJO DE COORDINADORES ERASMUS+ EN ESCUELAS DE ARTE DE ANDALUCIA;Jornadas;Suspendida;27/03/2020;27/03/2020;Enseñanzas de regimen especial
14200010-CEP Córdoba;209908CI002;PROGRAMA DE PREVENCIÓN DEL ACOSO ESCOLAR Y CIBERACOSO (CONRED) EN CENTROS EDUCATIVOS;Curso a Distancia;Actividad en desarrollo;06/03/2020;25/05/2020;Internivelar
14200010-CEP Córdoba;209908EP001;INTRODUCCIÓN A LA TUTORIZACIÓN Y EVALUACIÓN EN LA MODALIDAD SEMIPRESENCIAL CON MOODLE;Curso a Distancia;Terminada;15/10/2019;17/12/2019;Educación Permanente
14200010-CEP Córdoba;209908EP002;EVALUACION FORMATIVA AVANZADA EN EL AULA VIRTUAL MOODLE PARA EDUCACIÓN PERMANENTE SEMIPRESENCIAL;Curso a Distancia;Terminada;15/10/2019;17/12/2019;Educación Permanente
14200010-CEP Córdoba;209908IP001;JORNADA DE LA INSPECCIÓN DE EDUCACIÓN DE ANDALUCÍA : HACIA LA DIGITALIZACIÓN DESDE EL PLAN DE INSPECCIÓN;Jornadas;Terminada;05/09/2019;05/09/2019;Inspección educativa
14200022-CEP Peñarroya-Pueblonuevo;20K9909AV019;COMUNIDAD DE LECTORES Y ESCRITORES EN EL ÁMBITO ESCOLAR;Curso a Distancia;Terminada;30/10/2019;11/12/2019;Internivelar
14200022-CEP Peñarroya-Pueblonuevo;20W9909PF151;HERRAMIENTAS DIGITALES PARA LA ENSEÑANZA A DISTANCIA;Curso a Distancia;Actividad en desarrollo;15/04/2020;20/05/2020;Internivelar
14200034-CEP Priego - Montilla;20K9910AV042;ESTRATEGIAS PARA LA ATENCIÓN A LA DIVERSIDAD DEL ALUMNADO EN EL AULA ORDINARIA;Curso a Distancia;Terminada;30/10/2019;11/12/2019;Internivelar
14200034-CEP Priego - Montilla;209910FP015;I JORNADAS DE INNOVACIÓN EN VITIVINICULTURA ANDALUZA;Jornadas;Terminada;29/11/2019;30/11/2019;Form. profesional y art. plast. y diseño
14200034-CEP Priego - Montilla;209910FP020;CURSO DE CORRECCIÓN DE COLOR CON DAVINCI RESOLVE;Curso Semipresencial;Publicadas Listas Definitivas ;20/05/2020;24/06/2020;Form. profesional y art. plast. y diseño
18200016-CEP Granada;20W9911AV132;AULADJAQUE: AJEDREZ Y PENSAMIENTO INTERDISCIPLINAR;Curso a Distancia;Actividad en desarrollo;15/04/2020;27/05/2020;Internivelar
18200016-CEP Granada;201811GE044;FERIA DE LA IMAGEN PERSONAL;Jornadas;Terminada;21/02/2020;21/02/2020;Form. profesional y art. plast. y diseño
18200016-CEP Granada;201811GE221;POSIBILIDADES Y PRÁCTICA DEL DIÁLOGO EN EL AULA EN TIEMPOS DE CONFINAMIENTO.;Curso;Publicadas Listas Definitivas ;20/05/2020;10/06/2020;Educación secundaria obligatoria
18200016-CEP Granada;209911CI001;PROGRAMA DE PREVENCIÓN DEL ACOSO ESCOLAR Y CIBERACOSO. FORMACIÓN DE FORMADORES;Jornadas;Terminada;26/11/2019;02/12/2019;Internivelar
18200016-CEP Granada;209911EA001;VIII ENCUENTRO  DE LA RED ANDALUZA DE ECOESCUELAS;Encuentro;Terminada;22/11/2019;23/11/2019;Internivelar
18200016-CEP Granada;209911EP003;PROYECTOS COLABORATIVOS EPALE Y ERASMUS+ (Andalucía Oriental: Granada, Almería, Jaén y Málaga);Jornadas;Suspendida;06/05/2020;06/05/2020;Educación Permanente
18200016-CEP Granada;209911KAV074;LA TUTORIZACIÓN EN EL AULA VIRTUAL DE FORMACIÓN DEL PROFESORADO;Curso a Distancia;Terminada;13/01/2020;24/02/2020;Internivelar
18200016-CEP Granada;209911KFP003;TUTORIZACIÓN Y DOCENCIA EN FORMACIÓN PROFESIONAL A DISTANCIA;Curso a Distancia;Terminada;20/09/2019;18/10/2019;Form. profesional y art. plast. y diseño
18200016-CEP Granada;209911KFP004;TUTORIZACIÓN Y DOCENCIA EN FORMACIÓN PROFESIONAL SEMIPRESENCIAL;Curso a Distancia;Terminada;20/09/2019;18/10/2019;Form. profesional y art. plast. y diseño
18200016-CEP Granada;209911PF001;JORNADAS REGIONALES DE FORMACIÓN Y ENCUENTRO DE LAS ASESORÍAS. ZONA ORIENTAL;Jornadas;Terminada;01/10/2019;01/10/2019;Asesorías de formación
18200016-CEP Granada;209911PF014;JORNADA FORMACIÓN EMBAJADORES ESERO;Jornadas;Terminada;16/11/2019;16/11/2019;Internivelar
18200016-CEP Granada;209911PF018;XII JORNADAS DEL CONSEJO ESCOLAR DE ANDALUCÍA;Jornadas;Terminada;29/11/2019;30/11/2019;Internivelar
18200028-CEP Motril;20K9912AV091;ABP. APRENDIZAJE BASADO EN PROYECTOS (INFANTIL Y PRIMARIA);Curso a Distancia;Terminada;30/10/2019;11/12/2019;Internivelar
18200028-CEP Motril;20Q9912AV091;ABP. APRENDIZAJE BASADO EN PROYECTOS (INFANTIL Y PRIMARIA);Curso a Distancia;Terminada;04/02/2020;24/03/2020;Internivelar
18200028-CEP Motril;20W9912AV091;ABP. APRENDIZAJE BASADO EN PROYECTOS (INFANTIL Y PRIMARIA);Curso a Distancia;Actividad en desarrollo;15/04/2020;27/05/2020;Internivelar
18200028-CEP Motril;209912FP019;ELABORACIÓN DE ANIMACIONES, VIDEOTUTORIALES Y UTILIZACIÓN DE VIDEOCONFERENCIAS EN FORMACIÓN PROFESIONAL;Curso a Distancia;Publicadas Listas Definitivas ;27/05/2020;26/06/2020;Form. profesional y art. plast. y diseño
18200028-CEP Motril;209912PF038;XX JORNADAS REGIONALES DE DIRECTORES/AS DE INSTITUTO. LA FUNCIÓN DIRECTIVA: PRÁCTICA, ACCIONES Y OBLIGACIONES;Jornadas;Terminada;05/03/2020;06/03/2020;Equipos directivos
18200031-CEP Guadix;20K9913AV062;LA ENSEÑANZA BILINGÜE: AICLE I;Curso a Distancia;Terminada;30/10/2019;11/12/2019;Internivelar
18200031-CEP Guadix;209913PF300;AULA TALLER MOODLE CENTROS;Curso a Distancia;En proyecto;28/04/2020;15/05/2020;Otros
18200041-CEP Baza;20K9914AV088;ATENCIÓN A LA DIVERSIDAD EN APRENDIZAJE DE IDIOMAS;Curso a Distancia;Terminada;30/10/2019;11/12/2019;Internivelar
18200041-CEP Baza;20W9914AV036;EDICIÓN DE AUDIO: ESTRATEGIAS METODOLÓGICAS PARA EL ENTORNO EDUCATIVO Y EL AULA DE MÚSICA;Curso a Distancia;Actividad en desarrollo;15/04/2020;27/05/2020;Enseñanzas de regimen especial
21200013-CEP Huelva - Isla Cristina;20K9915AV065;LEER, ESCRIBIR, EXPRESARSE... EN TODAS LAS ÁREAS DE SECUNDARIA;Curso a Distancia;Terminada;30/10/2019;11/12/2019;Educación secundaria obligatoria
21200013-CEP Huelva - Isla Cristina;20K9915AV066;LEER, ESCRIBIR, EXPRESARSE... EN TODAS LAS ÁREAS DE PRIMARIA;Curso a Distancia;Terminada;30/10/2019;11/12/2019;Educación primaria
21200013-CEP Huelva - Isla Cristina;20Q9915EA114;PROYECTO RECAPACICLA;Curso a Distancia;Terminada;04/02/2020;16/03/2020;Internivelar
21200013-CEP Huelva - Isla Cristina;20Q9915EA189;PROYECTO SEMILLA;Curso a Distancia;Terminada;04/02/2020;01/04/2020;Internivelar
21200013-CEP Huelva - Isla Cristina;20W9915PF150;INCORPORACIÓN DE LAS APLICACIONES ISÉNECA E IPASEN EN LA PRÁCTICA DOCENTE;Curso a Distancia;Terminada;15/04/2020;13/05/2020;Internivelar
21200013-CEP Huelva - Isla Cristina;202115FP12;FP: TALLER INICIACION AL MOULAGE;Curso;Terminada;29/11/2019;01/12/2019;Form. profesional y art. plast. y diseño
21200013-CEP Huelva - Isla Cristina;202115FP14;FP: ILUMINACIÓN - WYSIWYG;Curso;Terminada;03/12/2019;11/12/2019;Form. profesional y art. plast. y diseño
21200013-CEP Huelva - Isla Cristina;209915PI015;JORNADA PARA EL PROFESORADO DE PORTUGUÉS LENGUA EXTRANJERA;Jornadas;Terminada;29/11/2019;29/11/2019;Internivelar
21200013-CEP Huelva - Isla Cristina;209915PI017;CURSO PARA EL PROFESORADO DE PORTUGUÉS LENGUA EXTRANJERA;Curso Semipresencial;Terminada;08/01/2020;30/04/2020;Internivelar
21200025-CEP Bollullos - Valverde;20K9916AV060;NUEVAS TENDENCIAS METODOLÓGICAS EN EDUCACIÓN FÍSICA;Curso a Distancia;Terminada;30/10/2019;11/12/2019;Internivelar
21200037-CEP Aracena;20K9917AV067;METODOLOGÍA DEL TRABAJO INVESTIGADOR EN EL CENTRO EDUCATIVO;Curso a Distancia;Terminada;30/10/2019;16/12/2019;Internivelar
21200037-CEP Aracena;20Q9917EA107;PROYECTO TERRAL;Curso a Distancia;Terminada;04/02/2020;24/03/2020;Internivelar
21200037-CEP Aracena;20W9917PF153;LAS TICS EN EL ÁREA DE EDUCACIÓN FÍSICA;Curso a Distancia;Actividad en desarrollo;15/04/2020;20/05/2020;Internivelar
23200016-CEP Jaén;20K9918AV167;DETECCIÓN, IDENTIFICACIÓN Y ORIENTACIÓN DIRIGIDA AL ALUMNADO CON NECESIDADES ESPECÍFICAS DE APOYO EDUCATIVO;Curso a Distancia;Terminada;30/10/2019;11/12/2019;Internivelar
23200016-CEP Jaén;20W9918AV142;VIVIR Y SENTIR EL PATRIMONIO COMO RECURSO E INSTRUMENTO EDUCATIVO;Curso a Distancia;Actividad en desarrollo;15/04/2020;20/05/2020;Internivelar
23200016-CEP Jaén;202318GE200;JORNADA REGIONAL ERASMUS+ PARA FORMACIÓN PROFESIONAL;Jornadas;Terminada;28/11/2019;28/11/2019;Form. profesional y art. plast. y diseño
23200016-CEP Jaén;202318GE225;ÓRBITAS;Encuentro;Suspendida;19/03/2020;20/03/2020;Enseñanzas de regimen especial
23200028-CEP Linares - Andújar;209919FP069;NUEVAS TECNOLOGÍAS APLICADAS A LA ELABORACIÓN Y ACTUALIZACIÓN DE MATERIALES PARA FORMACIÓN PROFESIONAL A DISTANCIA Y SEMIPRESENCIAL;Curso a Distancia;Terminada;21/01/2020;31/03/2020;Form. profesional y art. plast. y diseño
23200031-CEP Úbeda;20K9920AV166;EL MCERL EN LA PROGRAMACIÓN DE AULA DE LAS ÁREAS NO LINGÜÍSTICAS;Curso a Distancia;Terminada;30/10/2019;18/12/2019;Internivelar
23200031-CEP Úbeda;20Q9920AV043;BLOG AVERROES EN EL AULA;Curso a Distancia;Terminada;04/02/2020;31/03/2020;Internivelar
23200031-CEP Úbeda;20W9920AV043;BLOG AVERROES EN EL AULA;Curso a Distancia;Actividad en desarrollo;15/04/2020;27/05/2020;Internivelar
23200031-CEP Úbeda;209920FP001;CREACIÓN DE MATERIALES REALISTAS PBR PARA VIDEOJUEGOS O CINE CON SUBSTANCE PAINTER.;Curso a Distancia;Suspendida;29/11/2019;17/12/2019;Form. profesional y art. plast. y diseño
23200031-CEP Úbeda;209920FP018;ELABORACIÓN DE PROYECTOS DE FP DUAL;Curso a Distancia;Actividad en desarrollo;06/05/2020;29/05/2020;Form. profesional y art. plast. y diseño
23200041-CEP Orcera;20K9921AV050;LA EDUCACIÓN INTERCULTURAL DE LA TEORÍA A LA PRÁCTICA;Curso a Distancia;Terminada;30/10/2019;11/12/2019;Internivelar
23200041-CEP Orcera;20K9921AV122;PROPIEDAD INTELECTUAL;Curso a Distancia;Terminada;30/10/2019;20/11/2019;Internivelar
23200041-CEP Orcera;20W9921AV122;PROPIEDAD INTELECTUAL;Curso a Distancia;Terminada;15/04/2020;06/05/2020;Internivelar
41200017-CEP Sevilla;20K9927AV036;EDICIÓN DE AUDIO: ESTRATEGIAS METODOLÓGICAS PARA EL ENTORNO EDUCATIVO Y EL AULA DE MÚSICA;Curso a Distancia;Terminada;30/10/2019;11/12/2019;Enseñanzas de regimen especial
41200017-CEP Sevilla;20Q9927AV036;EDICIÓN DE AUDIO: ESTRATEGIAS METODOLÓGICAS PARA EL ENTORNO EDUCATIVO Y EL AULA DE MÚSICA;Curso a Distancia;Terminada;04/02/2020;31/03/2020;Enseñanzas de regimen especial
41200017-CEP Sevilla;20W9927AV024;CREACIÓN DE MATERIALES EDUCATIVOS CON EXELEARNING Y AGREGA;Curso a Distancia;Actividad en desarrollo;15/04/2020;27/05/2020;Internivelar
41200017-CEP Sevilla;204127ACT007;PROYECTOS PARA LA XVIII FERIA DE LA CIENCIA (I);Curso a Distancia;Actividad en desarrollo;30/01/2020;19/06/2020;Internivelar
41200017-CEP Sevilla;204127ACT008;PROYECTOS PARA LA XVIII FERIA DE LA CIENCIA (II);Curso a Distancia;Actividad en desarrollo;30/01/2020;19/06/2020;Internivelar
41200017-CEP Sevilla;204127ACT009;PRESENTACIÓN DE PROYECTOS DE LA XVIII FERIA DE LA CIENCIA. UN DÍA;Jornadas;Suspendida;14/05/2020;14/05/2020;Internivelar
41200017-CEP Sevilla;204127ACT010;PRESENTACIÓN DE PROYECTOS DE LA XVIII FERIA DE LA CIENCIA. DOS DÍAS;Jornadas;Suspendida;14/05/2020;15/05/2020;Internivelar
41200017-CEP Sevilla;204127ACT011;PRESENTACIÓN DE PROYECTOS DE LA XVIII FERIA DE LA CIENCIA. TRES DÍAS;Jornadas;Suspendida;14/05/2020;16/05/2020;Internivelar
41200017-CEP Sevilla;204127AFP009;ACTUALIZACIÓN EN AUDIOLOGÍA PROTÉSICA;Curso;Terminada;11/11/2019;02/12/2019;Form. profesional y art. plast. y diseño
41200017-CEP Sevilla;204127AFP014;TÉCNICAS EN EMERGENCIAS SANITARIAS;Curso;Terminada;28/11/2019;19/12/2019;Form. profesional y art. plast. y diseño
41200017-CEP Sevilla;204127AFP018;CARACTERIZACIÓN: NUEVAS TECNOLOGÍAS Y EFECTOS ESPECIALES DE MAQUILLAJE.;Curso;Terminada;23/11/2019;14/12/2019;Form. profesional y art. plast. y diseño
41200017-CEP Sevilla;204127AFP038;ACTUALIZACIÓN EN AUDIOLOGÍA PROTÉSICA (II);Curso;Terminada;06/02/2020;20/02/2020;Form. profesional y art. plast. y diseño
41200017-CEP Sevilla;204127ARE013;ENCUENTRO DEL PROFESORADO DE FOTOGRAFÍA  EA;Encuentro;Suspendida;27/05/2020;03/06/2020;Enseñanzas de regimen especial
41200017-CEP Sevilla;204127REL011;XIV  ENCUENTRO PROFESORADO DE ENSEÑANZA RELIGIOSA EVANGÉLICA''CAMINO DE EMAÚS'';Curso Semipresencial;Terminada;15/11/2019;05/12/2019;Internivelar
41200017-CEP Sevilla;204127REL012;GAMIFICACIÓN EN EL AULA DE RELIGIÓN EVANGÉLICA;Curso a Distancia;Terminada;13/01/2020;11/03/2020;Internivelar
41200017-CEP Sevilla;204127REL013;HISTORIA BÍBLICA.RECURSOS PARA EL AULA DE RELIGIÓN EVANGÉLICA;Curso a Distancia;Actividad en desarrollo;01/04/2020;02/06/2020;Internivelar
41200017-CEP Sevilla;204127REL014;BIOÉTICA. ACTUALIZACIÓN CURRICULAR;Jornadas;Terminada;15/02/2020;15/02/2020;Internivelar
41200017-CEP Sevilla;209927CI006;JORNADA FORMACIÓN DE ESCUELA CULTURA DE PAZ, EN LOS VALORES DEL DEPORTE, LA MÚSICA Y EL VOLUNTARIADO;Jornadas;Actividad en desarrollo;13/03/2020;13/03/2020;Internivelar
41200017-CEP Sevilla;209927CI007;I CONGRESO ANDALUZ DE COEDUCACIÓN: EDUCACIÓN Y FEMINISMO;Congreso;Abierto plazo solicitudes;05/03/2020;06/03/2020;Internivelar
41200017-CEP Sevilla;209927FP001;JORNADAS ANDALUZAS DE FORMACIÓN PROFESIONAL DE LAS FAMILIAS PROFESIONALES DE QUÍMICA Y MARÍTIMO-PESQUERA;Jornadas;Terminada;26/09/2019;27/09/2019;Form. profesional y art. plast. y diseño
41200017-CEP Sevilla;209927FP008;JORNADA DE CONTRASTE SOBRE EL ESTADO DE LA ORIENTACIÓN PROFESIONAL EN ANDALUCÍA;Jornadas;Terminada;14/11/2019;14/11/2019;Orientación educativa
41200017-CEP Sevilla;209927OE146;INTERVENCIÓN EDUCATIVA PARA ALUMNADO CON TEA;Curso a Distancia;Publicadas Listas Definitivas ;18/05/2020;18/06/2020;Orientación educativa
41200017-CEP Sevilla;209927PA001;I ENCUENTRO DE ASESORÍAS DE REFERENCIA EN COMUNIDADES DE APRENDIZAJE EN ANDALUCÍA;Jornadas;Suspendida;18/03/2020;18/03/2020;Asesorías de formación
41200017-CEP Sevilla;209927PF001;JORNADAS REGIONALES DE FORMACIÓN Y ENCUENTRO DE LAS ASESORÍAS. ZONA OCCIDENTAL;Jornadas;Terminada;03/10/2019;03/10/2019;Asesorías de formación
41200017-CEP Sevilla;209927PF999;PRUEBAS FUNCIONARIOS PRACTICAS 2019;Curso a Distancia;En proyecto;09/11/2019;10/11/2019;Educación primaria
41200017-CEP Sevilla;209927PI012;CURSO DE FORMACIÓN DE FORMADORES Y FORMADORAS DEL PROFESORADO DE FRANCÉS LENGUA EXTRANJERA;Curso Semipresencial;Actividad en desarrollo;14/11/2019;30/06/2020;Otros
41200017-CEP Sevilla;209927PI014;PEDAGOGÍA TEATRAL PARA LA ENSEÑANZA  DEL ALEMAN;Jornadas;Terminada;06/03/2020;07/03/2020;Internivelar
41200017-CEP Sevilla;209927PI021;ENCUENTRO CENTROS LABEL FRANCÉDUCATION 2020;Encuentro;Borrador;07/05/2020;07/05/2020;Internivelar
41200029-CEP Castilleja de la Cuesta;20K9928AV171;PROGRAMACIÓN DE SIMULACIONES EDUCATIVAS CON SNAP;Curso a Distancia;Terminada;30/10/2019;11/12/2019;Internivelar
41200029-CEP Castilleja de la Cuesta;204128ES026;BACHILLERATO INTERNACIONAL (PERSONAL DE DIRECCIÓN);Curso;Terminada;10/12/2019;13/12/2019;Bachillerato
41200029-CEP Castilleja de la Cuesta;204128ES027;BACHILLERATO INTERNACIONAL (COORDINACIÓN);Curso;Terminada;12/12/2019;13/12/2019;Bachillerato
41200029-CEP Castilleja de la Cuesta;204128ES062;BACHILLERATO INTERNACIONAL - PRIMERA EDICIÓN;Curso;Terminada;24/01/2020;25/01/2020;Bachillerato
41200029-CEP Castilleja de la Cuesta;204128ES063;BACHILLERATO INTERNACIONAL - SEGUNDA EDICION;Curso;Terminada;31/01/2020;01/02/2020;Bachillerato
41200029-CEP Castilleja de la Cuesta;204128ES064;BACHILLERATO INTERNACIONAL - TERCERA EDICIÓN;Curso;Terminada;07/02/2020;08/02/2020;Bachillerato
41200029-CEP Castilleja de la Cuesta;204128ES065;BACHILLERATO INTERNACIONAL - CUARTA EDICIÓN;Curso;Terminada;14/02/2020;15/02/2020;Bachillerato
41200029-CEP Castilleja de la Cuesta;204128ES066;BACHILLERATO INTERNACIONAL - QUINTA EDICIÓN;Curso;Borrador;20/01/2020;20/01/2020;Bachillerato
41200029-CEP Castilleja de la Cuesta;209928FP001;JORNADAS ANDALUZAS DE FORMACIÓN PROFESIONAL DE LA FAMILIA PROFESIONAL DE MADERA MUEBLE Y CORCHO;Jornadas;Terminada;26/09/2019;27/09/2019;Form. profesional y art. plast. y diseño
41200029-CEP Castilleja de la Cuesta;209928FP148;TUTORIZACIÓN Y DOCENCIA TELEMÁTICA EN FORMACIÓN PROFESIONAL;Curso a Distancia;Terminada;01/04/2020;20/04/2020;Form. profesional y art. plast. y diseño
41200029-CEP Castilleja de la Cuesta;209928QFP148;TUTORIZACIÓN Y DOCENCIA TELEMÁTICA EN FORMACIÓN PROFESIONAL SEGUNDA EDICIÓN;Curso a Distancia;Terminada;15/04/2020;03/05/2020;Form. profesional y art. plast. y diseño
41200030-CEP Osuna - Écija;20K9929AV094;LO HICE Y APRENDÍ: CÓMO USAR MOODLE PARA EL TRABAJO DIARIO EN EL AULA;Curso a Distancia;Terminada;30/10/2019;11/12/2019;Internivelar
41200030-CEP Osuna - Écija;20Q9929AV094;LO HICE Y APRENDÍ: CÓMO USAR MOODLE PARA EL TRABAJO DIARIO EN EL AULA;Curso a Distancia;Terminada;04/02/2020;24/03/2020;Internivelar
41200030-CEP Osuna - Écija;20W9929AV094;LO HICE Y APRENDÍ: CÓMO USAR MOODLE PARA EL TRABAJO DIARIO EN EL AULA;Curso a Distancia;Actividad en desarrollo;15/04/2020;27/05/2020;Internivelar
41200030-CEP Osuna - Écija;209929EO001;JORNADAS SOBRE SELECCIÓN Y EVALUACIÓN DE LA DIRECCIÓN ESCOLAR;Jornadas;Terminada;27/11/2019;27/11/2019;Internivelar
41200030-CEP Osuna - Écija;209929FP001;JORNADAS ANDALUZAS DE FORMACIÓN PROFESIONAL DE LAS FAMILIAS PROFESIONALES DE ARTES GRÁFICAS Y TEXTIL CONFECCIÓN Y PIEL;Jornadas;Terminada;26/09/2019;27/09/2019;Form. profesional y art. plast. y diseño
41200042-CEP Alcalá de Guadaíra;20K9930AV165;PENSAMIENTO COMPUTACIONAL SIN DISPOSITIVOS EN INFANTIL Y PRIMARIA;Curso a Distancia;Terminada;30/10/2019;11/12/2019;Internivelar
41200042-CEP Alcalá de Guadaíra;20Q9930AV165;PENSAMIENTO COMPUTACIONAL SIN DISPOSITIVOS EN INFANTIL Y PRIMARIA;Curso a Distancia;Terminada;04/02/2020;24/03/2020;Internivelar
41200042-CEP Alcalá de Guadaíra;20W9930PF154;USO DE RECURSOS EDUCATIVOS ABIERTOS;Curso a Distancia;Terminada;15/04/2020;20/05/2020;Internivelar
41200042-CEP Alcalá de Guadaíra;209930FP001;JORNADAS ANDALUZAS DE FORMACIÓN PROFESIONAL DE LAS FAMILIAS PROFESIONALES DE  IMAGEN Y SONIDO Y  VIDRIO Y CERÁMICA;Jornadas;Terminada;26/09/2019;27/09/2019;Form. profesional y art. plast. y diseño
41200054-CEP Lebrija;20K9931AV009;ATENCIÓN AL ALUMNADO CON NEAE EN CENTROS BILINGÚES;Curso a Distancia;Terminada;30/10/2019;11/12/2019;Internivelar
41200054-CEP Lebrija;209931PI020;I JORNADA REGIONAL ETWINNING 2020;Jornadas;Suspendida;05/05/2020;05/05/2020;Internivelar
41200066-CEP Lora del Río;20K9932AV168;LA ENSEÑANZA BILINGÜE II: PROFUNDIZACIÓN EN LA METODOLOGÍA AICLE;Curso a Distancia;Terminada;30/10/2019;18/12/2019;Internivelar
